Feature ID,RNS - RNSA - Expression values,RNS - RNSB - Expression values,RNS - RNSC - Expression values,RS - SRAB - Expression values,RS - SRB - Expression values,RS - SRC - Expression values
Medtr0044s0160,0,0,0,0,0,0
Medtr0044s0180,344,506,399,372,523,429
Medtr0044s0190,0,0,0,0,0,0
Medtr0044s0250,0,0,0,0,0,0
Medtr0044s0290,0,0,0,0,0,0
Medtr0044s0300,0,0,0,0,0,0
Medtr0044s0310,0,0,0,0,0,0
Medtr0045s0010,0,0,0,0,0,0
Medtr0045s0060,0,0,0,1,0,0
Medtr0045s0070,44,10,40,72,66,73
Medtr0045s0080,1,3,1,0,0,1
Medtr0045s0100,0,0,0,0,0,0
Medtr0045s0110,2025,2902,1834,1964,3094,2345
Medtr0045s0120,0,0,0,0,0,0
Medtr0045s0130,190,257,257,186,229,221
Medtr0045s0160,0,0,0,0,0,0
Medtr0046s0040,0,0,0,0,0,0
Medtr0046s0060,0,0,0,0,0,0
Medtr0046s0080,0,0,0,0,0,0
Medtr0046s0090,0,0,0,0,0,0
Medtr0046s0100,0,0,0,0,0,0
Medtr0046s0180,0,0,0,0,0,0
Medtr0046s0210,0,0,0,0,0,0
Medtr0047s0030,0,0,0,0,0,0
Medtr0047s0040,123,142,132,161,181,208
Medtr0047s0050,0,0,0,0,0,0
Medtr0047s0090,46,63,43,47,52,40
Medtr0047s0100,46,48,50,50,46,71
Medtr0047s0120,0,0,0,0,0,0
Medtr0047s0140,0,0,2,0,0,0
Medtr0047s0160,0,0,0,0,0,0
Medtr0048s0010,0,0,0,0,0,0
Medtr0048s0020,0,0,0,0,0,0
Medtr0048s0080,0,0,0,0,0,0
Medtr0048s0090,0,0,0,0,0,0
Medtr0048s0110,1,0,0,0,0,1
Medtr0048s0130,0,0,0,0,0,0
Medtr0048s0140,3,4,2,8,6,15
Medtr0048s0160,0,0,0,0,0,0
Medtr0048s0180,0,0,0,0,0,0
Medtr0048s0210,0,0,0,0,0,0
Medtr0048s0220,23,15,10,10,27,33
Medtr0048s0230,0,0,0,0,0,0
Medtr0049s0070,1656,1837,1582,1369,1493,1547
Medtr0049s0080,0,0,0,0,0,0
Medtr0049s0090,0,0,0,0,0,0
Medtr0049s0100,0,0,0,0,0,0
Medtr0049s0110,309,460,296,305,337,280
Medtr0050s0010,187,190,162,167,175,176
Medtr0050s0050,0,0,0,0,0,0
Medtr0050s0080,0,0,0,0,0,0
Medtr0050s0090,0,0,0,0,0,0
Medtr0050s0100,0,0,0,0,0,0
Medtr0050s0130,0,0,1,0,1,0
Medtr0050s0150,0,0,0,0,0,0
Medtr0050s0160,659,854,731,809,850,841
Medtr0050s0180,222,274,214,215,251,321
Medtr0050s0240,851,965,741,562,722,746
Medtr0051s0090,6,2,8,6,2,5
Medtr0051s0100,0,0,0,0,0,0
Medtr0051s0110,4,2,4,7,1,4
Medtr0051s0120,0,0,0,0,0,0
Medtr0052s0020,0,0,0,0,0,0
Medtr0052s0030,3,8,4,9,4,6
Medtr0052s0040,0,1,0,0,0,0
Medtr0052s0060,1,0,1,3,1,7
Medtr0052s0070,0,0,0,0,1,6
Medtr0052s0080,4,7,1,1,0,1
Medtr0052s0090,0,0,0,0,0,0
Medtr0052s0100,1,14,10,33,4,3
Medtr0052s0110,0,0,0,0,0,1
Medtr0052s0120,0,0,0,0,0,0
Medtr0052s0130,3,1,8,0,5,11
Medtr0052s0140,0,0,0,0,0,0
Medtr0052s0150,0,0,0,0,0,0
Medtr0052s0160,0,0,0,0,0,0
Medtr0052s0170,0,0,0,0,3,1
Medtr0052s0190,0,0,0,0,0,0
Medtr0053s0020,141,175,122,123,154,133
Medtr0053s0030,329,408,352,259,237,313
Medtr0053s0040,0,0,0,0,0,0
Medtr0053s0080,0,0,0,0,0,0
Medtr0054s0010,0,0,0,0,0,0
Medtr0054s0050,0,0,0,0,0,0
Medtr0054s0080,10,9,3,20,44,26
Medtr0054s0090,13,186,138,177,184,87
Medtr0054s0100,0,0,0,0,0,0
Medtr0054s0110,0,0,0,0,0,0
Medtr0054s0120,0,0,0,0,0,0
Medtr0054s0140,61,108,60,78,94,77
Medtr0054s0190,0,0,0,0,0,0
Medtr0054s0210,0,0,0,0,0,0
Medtr0054s0220,0,0,0,0,0,0
Medtr0054s0230,0,0,0,0,0,0
Medtr0054s0240,0,0,0,0,0,0
Medtr0054s0250,0,0,0,0,0,0
Medtr0054s0260,0,0,0,0,0,0
Medtr0054s0270,0,0,0,0,0,0
Medtr0055s0010,0,0,0,0,0,0
Medtr0055s0030,0,1,0,0,0,0
Medtr0055s0040,0,0,0,0,0,0
Medtr0055s0050,1,1,1,3,1,1
Medtr0055s0060,0,0,0,0,0,0
Medtr0055s0080,0,0,0,0,0,0
Medtr0055s0090,0,0,0,0,0,1
Medtr0055s0100,0,0,0,0,0,0
Medtr0055s0110,1,0,0,0,0,0
Medtr0055s0120,26,37,25,57,30,35
Medtr0055s0130,0,0,0,0,0,0
Medtr0055s0140,1,0,0,3,2,1
Medtr0056s0160,54,29,65,439,80,54
Medtr0056s0180,0,0,0,0,0,0
Medtr0056s0190,0,0,0,0,0,0
Medtr0057s0040,0,0,0,0,0,0
Medtr0057s0070,0,0,0,0,0,0
Medtr0057s0080,747,1037,803,808,895,875
Medtr0057s0100,2289,5636,3572,1602,1791,1960
Medtr0057s0130,2820,3821,3084,2260,2356,3349
Medtr0057s0170,0,0,0,0,0,0
Medtr0057s0180,0,0,0,0,0,0
Medtr0057s0200,9,21,18,11,13,16
Medtr0058s0010,388,590,429,287,344,448
Medtr0058s0020,0,0,0,0,0,0
Medtr0058s0070,0,0,0,0,0,0
Medtr0058s0100,0,0,0,0,0,0
Medtr0058s0140,0,0,0,0,0,0
Medtr0058s0150,0,0,0,0,0,0
Medtr0059s0060,641,797,703,615,674,789
Medtr0059s0080,0,0,0,0,0,0
Medtr0059s0100,0,0,0,0,0,0
Medtr0059s0170,438,886,543,540,771,448
Medtr0059s0180,0,0,0,0,0,0
Medtr0060s0090,0,0,0,0,0,0
Medtr0060s0100,0,1,0,0,1,0
Medtr0060s0110,0,0,0,0,0,0
Medtr0061s0010,0,0,0,0,0,0
Medtr0061s0020,0,0,0,0,0,0
Medtr0061s0050,0,0,0,0,0,0
Medtr0061s0080,0,0,0,0,0,0
Medtr0061s0090,0,0,0,0,0,0
Medtr0061s0110,0,0,0,0,0,0
Medtr0062s0020,52,12,37,84,42,33
Medtr0062s0040,0,0,0,0,0,0
Medtr0062s0050,0,0,0,0,0,0
Medtr0062s0060,0,0,0,0,0,0
Medtr0062s0080,0,0,0,0,0,0
Medtr0062s0090,0,0,0,0,0,0
Medtr0062s0110,0,0,0,0,0,0
Medtr0062s0130,0,0,0,0,0,0
Medtr0062s0170,0,0,0,0,0,0
Medtr0063s0010,0,0,0,0,0,0
Medtr0063s0070,0,0,0,0,0,0
Medtr0063s0090,3,1,2,12,11,14
Medtr0063s0100,0,0,0,0,0,0
Medtr0064s0010,0,0,0,0,0,0
Medtr0064s0040,0,0,0,0,0,0
Medtr0064s0050,0,0,1,0,0,0
Medtr0064s0060,0,0,0,0,0,0
Medtr0064s0070,0,0,0,0,0,0
Medtr0064s0140,0,0,0,0,0,0
Medtr0064s0160,90,123,128,122,109,105
Medtr0064s0170,0,0,0,0,0,0
Medtr0065s0050,0,0,0,0,0,0
Medtr0065s0070,0,0,0,0,0,0
Medtr0065s0080,0,0,0,0,0,0
Medtr0065s0100,72,143,124,97,154,117
Medtr0065s0110,0,2,1,1,3,1
Medtr0065s0120,0,0,0,0,0,0
Medtr0065s0130,0,0,0,0,0,0
Medtr0065s0150,0,0,0,0,0,0
Medtr0066s0040,32,46,39,33,36,64
Medtr0066s0050,71,94,87,67,82,105
Medtr0067s0010,62,53,42,70,62,68
Medtr0067s0060,0,0,0,0,0,0
Medtr0067s0070,306,370,419,410,354,377
Medtr0067s0100,400,574,487,437,408,497
Medtr0068s0060,0,0,0,0,0,0
Medtr0068s0070,0,0,0,0,0,0
Medtr0068s0080,75,100,95,83,111,87
Medtr0069s0020,88,128,98,74,146,109
Medtr0069s0040,30,12,28,27,23,49
Medtr0069s0050,2,2,2,2,2,0
Medtr0069s0080,6,3,1,7,1,1
Medtr0069s0090,1,0,0,0,0,0
Medtr0070s0020,3,3,2,19,11,11
Medtr0070s0030,0,0,0,0,0,0
Medtr0070s0040,11,4,5,16,5,12
Medtr0070s0060,0,0,0,0,0,0
Medtr0070s0070,0,0,0,0,0,0
Medtr0070s0080,2,0,0,2,1,1
Medtr0071s0010,0,0,0,0,0,0
Medtr0071s0030,1,0,1,0,0,1
Medtr0071s0070,0,0,0,0,0,0
Medtr0071s0100,72,121,81,56,111,80
Medtr0072s0020,322,485,367,327,351,419
Medtr0072s0040,280,373,313,256,385,345
Medtr0072s0050,294,331,278,266,413,383
Medtr0072s0060,0,0,0,0,0,0
Medtr0073s0010,0,0,0,0,0,0
Medtr0073s0020,0,0,0,0,0,0
Medtr0073s0030,0,0,0,0,0,0
Medtr0073s0040,0,0,0,0,0,0
Medtr0074s0060,0,0,0,0,0,0
Medtr0075s0010,0,0,0,0,0,0
Medtr0075s0020,0,0,0,0,0,0
Medtr0075s0030,0,0,0,0,0,0
Medtr0075s0050,0,0,0,0,0,0
Medtr0076s0010,696,1120,913,966,1333,1116
Medtr0076s0020,3617,5795,4414,4451,7426,5415
Medtr0076s0050,0,0,0,0,0,0
Medtr0077s0010,254,153,167,194,199,224
Medtr0077s0040,0,0,0,0,0,0
Medtr0077s0060,0,0,0,0,0,0
Medtr0077s0090,0,0,0,0,0,0
Medtr0078s0010,1,0,4,5,1,4
Medtr0078s0050,0,0,0,0,0,0
Medtr0078s0060,1740,2101,2581,2299,2300,2390
Medtr0078s0190,8,8,8,20,9,11
Medtr0078s0200,0,0,0,0,0,0
Medtr0079s0070,2,3,0,3,2,5
Medtr0080s0060,0,0,0,0,0,0
Medtr0080s0090,0,0,0,0,0,0
Medtr0081s0060,0,0,0,0,0,0
Medtr0082s0010,0,0,0,0,0,0
Medtr0082s0030,8,13,5,7,12,6
Medtr0082s0040,64,107,60,46,64,60
Medtr0082s0050,2,2,5,2,4,2
Medtr0082s0060,3,4,1,3,6,7
Medtr0082s0070,1,0,1,2,0,0
Medtr0082s0080,2,1,1,0,1,1
Medtr0082s0090,24,30,15,13,21,20
Medtr0082s0100,4,5,2,1,4,3
Medtr0082s0120,0,0,2,0,1,2
Medtr0082s0130,0,0,1,0,0,0
Medtr0082s0140,0,1,2,0,0,0
Medtr0082s0150,0,0,0,0,0,0
Medtr0082s0160,12,20,14,6,10,17
Medtr0082s0170,0,0,0,0,0,0
Medtr0082s0180,16,13,17,9,8,10
Medtr0082s0190,0,0,0,1,0,1
Medtr0082s0200,0,0,0,0,0,0
Medtr0082s0210,0,0,0,0,0,0
Medtr0082s0220,0,0,0,0,0,0
Medtr0082s0230,0,1,1,0,2,0
Medtr0082s0250,0,0,0,1,2,0
Medtr0082s0260,5,8,8,5,7,6
Medtr0082s0270,2,1,2,0,5,2
Medtr0082s0280,2,0,1,1,2,1
Medtr0082s0290,0,4,0,1,1,2
Medtr0083s0050,0,0,0,0,0,0
Medtr0083s0070,0,0,0,0,0,0
Medtr0083s0100,17,17,28,28,33,35
Medtr0083s0110,6,4,4,3,2,9
Medtr0083s0120,20,25,15,20,14,15
Medtr0084s0030,0,0,1,0,0,0
Medtr0084s0060,0,0,0,0,0,0
Medtr0085s0010,366,487,437,497,470,431
Medtr0085s0020,2,7,3,5,8,3
Medtr0085s0030,0,0,0,0,0,0
Medtr0086s0010,1658,3009,2441,1771,1971,2111
Medtr0086s0060,6,11,18,10,18,14
Medtr0086s0070,8,12,19,6,9,10
Medtr0086s0110,0,0,0,0,0,0
Medtr0087s0010,0,0,0,0,0,1
Medtr0087s0020,1,0,2,0,1,1
Medtr0087s0030,0,0,0,0,0,0
Medtr0087s0040,0,1,4,14,2,12
Medtr0087s0050,0,0,0,1,0,0
Medtr0087s0070,1,1,1,7,2,2
Medtr0087s0080,0,0,0,0,0,0
Medtr0087s0090,3,0,1,1,4,4
Medtr0088s0030,0,0,0,0,0,0
Medtr0088s0040,0,0,0,0,0,0
Medtr0088s0100,89,70,89,1308,1038,263
Medtr0088s0110,0,0,0,0,0,0
Medtr0089s0050,0,0,0,0,0,0
Medtr0089s0070,0,2,1,1,0,0
Medtr0089s0100,124,208,194,135,139,170
Medtr0089s0130,0,0,0,0,0,0
Medtr0090s0020,202,157,259,201,196,198
Medtr0090s0050,0,0,0,0,0,0
Medtr0090s0110,0,0,0,0,0,0
Medtr0091s0050,0,0,0,0,0,0
Medtr0091s0070,0,0,0,1,0,0
Medtr0091s0080,3,8,4,4,10,1
Medtr0091s0090,0,0,0,0,3,0
Medtr0092s0060,0,0,0,0,0,0
Medtr0092s0070,0,1,0,0,0,2
Medtr0092s0080,1,0,0,0,0,0
Medtr0092s0090,23,19,27,13,12,14
Medtr0092s0100,691,1011,868,701,980,797
Medtr0093s0070,0,0,0,0,0,0
Medtr0093s0080,0,0,0,0,0,0
Medtr0093s0090,1,0,0,0,1,0
Medtr0093s0130,0,0,0,0,0,0
Medtr0094s0010,12,6,9,6,9,10
Medtr0094s0020,3,2,4,3,7,0
Medtr0094s0040,0,0,0,0,0,0
Medtr0094s0100,0,0,0,0,0,0
Medtr0094s0110,6,3,6,1,8,8
Medtr0094s0120,0,0,0,1,1,0
Medtr0094s0130,0,0,0,0,0,0
Medtr0094s0140,0,0,0,0,0,0
Medtr0095s0020,0,0,0,0,0,0
Medtr0095s0040,4,0,1,0,0,0
Medtr0095s0070,0,4,2,1,3,4
Medtr0095s0080,0,0,0,0,0,0
Medtr0095s0100,0,0,0,0,0,0
Medtr0095s0110,0,0,0,0,0,0
Medtr0095s0120,1,1,0,0,1,0
Medtr0095s0150,0,0,0,0,0,0
Medtr0095s0180,0,0,0,0,0,0
Medtr0096s0020,19,22,20,12,31,39
Medtr0096s0100,0,0,0,0,0,0
Medtr0097s0010,0,0,0,0,0,0
Medtr0097s0020,0,0,0,0,0,0
Medtr0097s0030,0,0,0,0,0,0
Medtr0097s0060,79,113,88,107,127,99
Medtr0097s0070,608,450,404,1469,572,623
Medtr0098s0030,0,0,0,0,0,0
Medtr0098s0090,0,0,0,0,0,0
Medtr0098s0100,0,0,0,0,0,0
Medtr0098s0110,0,0,0,0,0,0
Medtr0098s0130,0,0,0,0,0,0
Medtr0098s0160,0,0,0,0,0,0
Medtr0099s0080,0,0,0,0,0,0
Medtr0099s0120,0,0,0,0,0,0
Medtr0099s0130,0,0,0,0,0,0
Medtr0100s0070,0,0,0,0,0,0
Medtr0100s0110,0,0,0,0,0,0
Medtr0100s0120,0,0,0,0,0,0
Medtr0100s0140,0,0,0,0,0,0
Medtr0100s0150,0,2,0,0,0,0
Medtr0100s0160,199,272,234,217,215,191
Medtr0100s0170,6,8,9,3,11,4
Medtr0100s0190,0,0,0,0,0,0
Medtr0101s0020,48,89,76,53,78,49
Medtr0101s0030,3,9,7,3,2,2
Medtr0102s0030,0,0,0,0,0,0
Medtr0102s0050,0,0,0,0,0,0
Medtr0102s0060,12,9,2,6,1,5
Medtr0102s0070,0,0,0,0,0,0
Medtr0103s0010,1,0,0,0,0,0
Medtr0103s0050,0,0,0,0,0,0
Medtr0103s0090,684,720,725,542,472,739
Medtr0103s0100,43,82,61,50,61,55
Medtr0105s0010,0,0,0,0,0,0
Medtr0105s0020,0,0,0,0,0,0
Medtr0105s0030,0,0,0,0,0,0
Medtr0105s0040,0,0,0,0,0,0
Medtr0105s0050,0,0,0,0,0,0
Medtr0105s0060,0,0,0,0,0,0
Medtr0105s0070,0,0,0,0,0,0
Medtr0105s0080,0,0,0,0,0,0
Medtr0105s0100,0,0,0,0,0,0
Medtr0105s0110,0,0,0,0,0,0
Medtr0105s0120,0,0,0,0,0,0
Medtr0105s0130,0,0,0,0,0,0
Medtr0105s0170,0,0,0,0,0,0
Medtr0105s0180,0,0,0,0,0,0
Medtr0106s0030,0,0,0,0,0,0
Medtr0107s0090,0,0,0,0,0,0
Medtr0107s0100,0,0,0,0,0,0
Medtr0107s0130,0,0,0,0,0,0
Medtr0108s0010,0,0,0,0,0,0
Medtr0108s0020,0,0,0,0,0,0
Medtr0108s0030,0,0,0,0,0,0
Medtr0109s0050,0,0,1,0,0,1
Medtr0109s0150,0,0,0,0,0,0
Medtr0110s0010,0,0,0,0,2,1
Medtr0110s0020,0,0,0,0,0,0
Medtr0110s0030,3,3,3,2,8,8
Medtr0110s0040,637,818,771,774,617,843
Medtr0110s0050,68,84,67,63,114,89
Medtr0110s0060,103,157,109,95,120,117
Medtr0110s0070,0,0,0,0,0,0
Medtr0111s0030,0,0,0,0,0,0
Medtr0111s0050,0,0,0,0,0,0
Medtr0111s0070,0,0,0,0,0,0
Medtr0112s0040,0,0,0,0,0,0
Medtr0112s0050,0,0,0,0,0,0
Medtr0112s0060,0,0,0,0,0,0
Medtr0113s0040,1351,1580,1143,909,670,500
Medtr0113s0060,0,0,0,0,0,0
Medtr0114s0080,0,0,0,0,0,0
Medtr0114s0100,0,0,0,0,0,0
Medtr0115s0010,0,0,0,0,0,0
Medtr0115s0020,0,1,0,2,0,0
Medtr0115s0030,0,0,0,0,0,0
Medtr0115s0040,0,0,0,0,0,0
Medtr0115s0050,0,0,0,0,0,0
Medtr0116s0010,0,0,0,0,0,0
Medtr0116s0020,0,0,0,0,0,0
Medtr0116s0030,0,0,0,0,0,0
Medtr0116s0040,0,0,0,0,0,0
Medtr0116s0050,0,0,0,0,0,0
Medtr0116s0060,0,0,0,0,0,0
Medtr0116s0070,0,0,0,0,0,0
Medtr0116s0080,0,0,0,0,0,0
Medtr0116s0090,3,1,1,3,5,2
Medtr0116s0130,2,1,0,0,3,0
Medtr0116s0140,0,0,0,0,0,0
Medtr0117s0040,22,14,17,23,19,22
Medtr0117s0080,24,25,26,33,36,46
Medtr0117s0100,0,0,0,0,0,0
Medtr0117s0110,0,0,0,0,0,0
Medtr0118s0040,0,0,0,0,0,0
Medtr0118s0070,76,32,32,637,672,470
Medtr0118s0080,0,1,0,0,0,0
Medtr0119s0010,0,0,0,0,0,0
Medtr0119s0020,0,0,0,0,0,0
Medtr0120s0020,0,0,0,0,0,0
Medtr0121s0010,691,1041,938,942,886,1010
Medtr0121s0030,0,0,0,0,0,0
Medtr0121s0060,10,15,6,10,13,11
Medtr0121s0080,0,0,0,0,0,0
Medtr0121s0090,0,0,0,0,0,0
Medtr0121s0100,0,0,0,0,0,0
Medtr0122s0020,6098,3929,4469,3792,3332,4005
Medtr0122s0040,0,0,0,0,0,0
Medtr0123s0010,0,0,0,0,0,0
Medtr0123s0030,0,0,0,0,0,0
Medtr0123s0050,0,0,0,0,0,0
Medtr0123s0070,320,440,358,350,365,418
Medtr0124s0070,1,0,0,0,0,0
Medtr0125s0010,0,0,0,0,0,0
Medtr0125s0020,0,0,0,0,0,0
Medtr0125s0030,0,0,0,0,0,0
Medtr0125s0040,0,0,0,0,0,0
Medtr0125s0060,0,0,0,0,0,0
Medtr0126s0010,0,0,0,0,0,0
Medtr0126s0020,0,0,0,0,0,0
Medtr0126s0070,23,23,19,20,30,23
Medtr0126s0080,143,111,136,208,162,199
Medtr0126s0110,0,0,0,0,0,0
Medtr0127s0030,0,0,0,0,0,0
Medtr0127s0040,0,0,0,0,0,0
Medtr0127s0050,0,0,0,0,0,0
Medtr0128s0010,0,0,0,0,0,0
Medtr0128s0020,0,0,0,0,0,0
Medtr0128s0030,0,0,0,0,0,0
Medtr0128s0040,0,0,0,0,0,0
Medtr0128s0060,0,1,0,0,0,0
Medtr0128s0070,0,0,0,0,0,0
Medtr0128s0080,0,0,0,0,0,0
Medtr0128s0090,0,0,0,0,0,0
Medtr0128s0100,0,0,0,0,0,0
Medtr0128s0110,0,0,0,0,0,0
Medtr0128s0130,0,0,0,0,0,0
Medtr0129s0050,76,77,54,55,74,73
Medtr0129s0070,0,0,0,0,0,0
Medtr0129s0080,0,0,0,0,0,0
Medtr0129s0110,0,0,0,0,0,0
Medtr0129s0120,0,0,0,0,0,1
Medtr0130s0050,0,0,0,0,0,0
Medtr0130s0060,0,0,0,0,0,0
Medtr0131s0030,4,7,13,1,13,5
Medtr0132s0050,0,0,0,0,0,0
Medtr0133s0020,520,674,683,485,519,574
Medtr0133s0030,254,308,265,236,203,216
Medtr0133s0060,0,0,0,0,0,0
Medtr0134s0020,0,0,0,0,0,0
Medtr0134s0030,0,0,0,0,0,0
Medtr0134s0040,0,0,0,0,0,0
Medtr0134s0060,0,0,0,0,0,0
Medtr0134s0080,0,0,0,0,0,0
Medtr0135s0010,0,0,0,0,0,0
Medtr0135s0020,0,0,0,0,0,0
Medtr0135s0030,0,0,0,0,0,0
Medtr0135s0040,0,0,0,0,0,0
Medtr0135s0050,0,0,0,0,0,0
Medtr0135s0060,0,0,0,0,0,0
Medtr0135s0070,0,0,0,0,0,0
Medtr0135s0080,0,0,0,2,0,0
Medtr0135s0090,0,0,0,0,1,1
Medtr0136s0010,388,648,512,474,487,569
Medtr0136s0020,0,0,0,0,0,0
Medtr0136s0030,0,0,0,0,0,0
Medtr0136s0060,622,974,757,670,892,793
Medtr0137s0010,0,1,1,2,0,2
Medtr0137s0020,0,0,0,0,0,0
Medtr0137s0030,0,0,0,0,0,0
Medtr0137s0040,2,8,9,2,7,7
Medtr0137s0060,11,13,28,26,11,21
Medtr0137s0070,52,57,63,38,46,60
Medtr0137s0080,19,24,26,29,29,26
Medtr0138s0010,0,0,0,0,0,0
Medtr0138s0070,0,0,0,0,0,0
Medtr0139s0020,0,0,0,0,0,0
Medtr0140s0010,0,0,0,0,0,0
Medtr0140s0020,0,0,0,0,0,0
Medtr0140s0030,0,0,0,0,0,0
Medtr0140s0050,199,249,200,177,225,178
Medtr0140s0070,0,0,0,0,0,0
Medtr0140s0100,0,0,0,0,0,0
Medtr0141s0020,2,0,1,0,0,1
Medtr0142s0010,0,0,0,0,0,0
Medtr0142s0040,0,0,0,0,0,0
Medtr0143s0020,0,0,0,0,0,0
Medtr0143s0050,0,0,0,0,0,0
Medtr0143s0070,0,0,0,0,0,0
Medtr0144s0010,658,811,765,475,525,504
Medtr0144s0020,0,0,0,0,0,0
Medtr0144s0030,144,144,156,129,145,122
Medtr0144s0060,0,0,0,0,0,0
Medtr0145s0010,0,0,0,0,0,0
Medtr0146s0060,0,0,0,0,0,0
Medtr0146s0070,0,0,0,0,0,0
Medtr0147s0010,1,0,0,0,0,0
Medtr0147s0020,0,0,0,0,0,0
Medtr0147s0030,161,247,244,213,180,245
Medtr0147s0040,0,0,0,0,0,0
Medtr0147s0050,0,1,1,1,0,0
Medtr0147s0060,27,39,27,26,32,24
Medtr0147s0070,4360,7022,4581,4162,7390,5501
Medtr0147s0080,263,359,317,286,386,347
Medtr0148s0050,1107,1504,1430,1581,1385,1626
Medtr0148s0060,0,0,0,0,0,0
Medtr0148s0080,2,0,2,3,3,3
Medtr0148s0110,0,0,0,0,0,0
Medtr0149s0050,0,0,0,0,0,0
Medtr0149s0060,0,0,0,0,0,0
Medtr0149s0080,0,0,0,0,0,0
Medtr0149s0090,0,0,0,0,0,0
Medtr0150s0010,16,21,13,10,21,16
Medtr0150s0030,0,0,0,0,0,0
Medtr0150s0040,0,0,0,0,0,0
Medtr0151s0010,0,0,0,0,0,0
Medtr0151s0020,0,0,0,0,0,0
Medtr0151s0030,518,811,629,504,539,562
Medtr0152s0010,0,0,0,0,0,0
Medtr0152s0020,0,0,0,0,0,0
Medtr0152s0030,0,0,0,0,0,0
Medtr0152s0040,0,0,0,0,0,0
Medtr0152s0050,0,0,0,0,0,0
Medtr0152s0060,0,0,0,0,0,0
Medtr0152s0070,0,0,0,0,0,0
Medtr0152s0090,0,0,0,0,0,0
Medtr0152s0100,196,323,238,143,206,152
Medtr0152s0120,0,0,0,0,0,0
Medtr0152s0130,0,0,0,0,0,0
Medtr0153s0020,0,0,0,0,0,0
Medtr0153s0030,17,23,20,14,23,20
Medtr0153s0060,29,20,27,32,33,33
Medtr0153s0070,108,132,145,135,101,168
Medtr0154s0010,73,85,59,65,129,69
Medtr0154s0020,4,5,2,2,1,3
Medtr0154s0040,5,9,10,10,7,6
Medtr0155s0010,0,1,0,0,0,0
Medtr0155s0040,0,0,0,0,0,0
Medtr0155s0050,0,0,0,0,0,0
Medtr0155s0060,0,0,0,0,0,0
Medtr0155s0080,0,0,0,0,0,0
Medtr0156s0040,0,0,0,0,0,0
Medtr0156s0070,0,0,0,0,0,0
Medtr0157s0040,0,0,0,0,0,0
Medtr0157s0060,0,0,0,0,0,0
Medtr0157s0070,4,11,3,8,9,10
Medtr0158s0020,0,0,0,0,0,0
Medtr0159s0050,0,0,0,0,0,0
Medtr0159s0060,0,0,0,0,0,0
Medtr0159s0070,0,0,0,0,0,0
Medtr0160s0010,0,0,0,0,0,0
Medtr0160s0030,5,5,8,2,2,1
Medtr0160s0040,266,364,334,369,495,517
Medtr0160s0090,0,0,0,0,0,0
Medtr0161s0050,366,1190,594,528,701,467
Medtr0163s0020,0,0,0,0,0,0
Medtr0163s0050,0,0,0,0,0,0
Medtr0163s0060,0,0,0,0,0,0
Medtr0164s0030,0,0,0,0,0,0
Medtr0164s0070,0,0,0,0,0,0
Medtr0165s0050,4,0,2,1,6,1
Medtr0165s0060,0,0,0,0,0,0
Medtr0166s0030,0,0,0,0,0,0
Medtr0166s0040,0,0,0,0,0,0
Medtr0167s0040,182,312,234,190,235,241
Medtr0167s0060,2774,4039,2830,2833,3968,3509
Medtr0168s0010,0,0,0,0,0,0
Medtr0168s0060,0,0,0,0,0,0
Medtr0168s0080,560,673,541,568,610,676
Medtr0168s0100,0,1,1,0,0,1
Medtr0168s0110,478,619,539,485,569,551
Medtr0168s0120,5396,8161,6252,5590,7501,6442
Medtr0169s0020,0,0,0,0,0,0
Medtr0169s0060,0,0,0,0,0,0
Medtr0170s0020,0,1,0,0,0,0
Medtr0170s0030,2,1,1,1,1,0
Medtr0170s0050,0,0,0,0,0,0
Medtr0171s0010,14,8,13,32,4,4
Medtr0171s0020,0,0,0,0,0,0
Medtr0171s0030,0,0,0,0,0,0
Medtr0172s0010,848,1259,1096,944,1272,1162
Medtr0172s0020,421,683,485,380,586,479
Medtr0172s0030,230,286,229,210,216,272
Medtr0172s0050,567,761,632,572,637,631
Medtr0173s0010,0,0,0,0,0,0
Medtr0173s0020,0,0,1,0,0,0
Medtr0173s0030,748,1066,874,789,899,866
Medtr0174s0050,0,0,0,0,0,0
Medtr0174s0080,0,0,0,0,0,0
Medtr0174s0090,1,1,0,2,0,0
Medtr0175s0020,0,0,0,0,0,0
Medtr0175s0030,1520,2175,2002,1659,1841,1833
Medtr0176s0050,370,517,340,435,534,432
Medtr0176s0070,0,0,0,0,0,0
Medtr0176s0080,0,0,0,0,0,0
Medtr0177s0050,0,0,0,0,0,0
Medtr0177s0060,19,18,20,14,21,12
Medtr0177s0070,7,4,1,3,3,12
Medtr0177s0080,5,10,9,1,0,8
Medtr0178s0030,332,472,361,296,406,329
Medtr0178s0050,0,0,0,0,0,0
Medtr0179s0010,0,0,0,0,0,0
Medtr0179s0030,0,0,0,0,0,0
Medtr0179s0040,0,0,0,0,0,0
Medtr0179s0050,1,0,0,0,0,0
Medtr0180s0050,342,463,362,374,321,396
Medtr0180s0070,149,200,205,173,189,185
Medtr0180s0080,1,3,4,0,1,3
Medtr0181s0020,0,0,0,1,0,0
Medtr0181s0030,0,0,0,0,1,0
Medtr0181s0040,0,0,0,0,0,0
Medtr0181s0060,0,0,0,2,0,1
Medtr0182s0020,0,0,0,0,0,0
Medtr0182s0050,0,0,0,0,0,0
Medtr0182s0060,0,0,0,0,0,1
Medtr0184s0010,122,179,294,510,262,292
